Webpage,Organization,Camp Name,Camp Description,Start Age,End Age,Start Grade,End Grade,Start Date,End Date,Start Time,End Time,Pre/After Care,Registration,Cost,Location,City,Notes
https://www.gbymca.org/programs/child-care-camps/summer-camps/adventure-camp/,Greater Burlington YMCA,Y Adventure Camp at Rock Point,"Y Adventure Camp at Rock Point is our co-ed summer day camp for kids who have completed 2nd grade through age 13. We’re working on lots of fun new things for 2026 — stay tuned!
This camp takes place on the beautiful Rock Point property on the shores of Lake Champlain. Campers spend most of the day outside, and will have a chance to tend the gardens, use the outdoor pizza oven, swim, kayak, paddleboard, play games, create arts and crafts, do STEM activities, hike, and much more.* This is a traditional outdoor camp full of fun and adventure. Please see below for weekly Camp themes!
We appreciate the collaboration with Rock Point that allows us to access this incredible property at the reduced rate they extend to us as a community partner.
Campers bring lunch and two healthy snacks each day.",7,13,2,7,6/22/2026,6/26/2026,08:30 AM,04:00 PM,,,5 day = $425 / 3 day = $315,,,"There is a one-time $30 registration fee per child and a $25 deposit per week of camp, both due at registration.
Full payment for any registered sessions are due on May 1. The $25 deposit(s) will be credited against the amount due for the corresponding week of camp.
Drop Off/Pick Up will take place at Leddy Park parking lot in the far-left corner. Students will walk from Leddy Park to Rock Point at arrival and for dismissal. Students must be prepared to be outside and walking in rain or shine."
https://www.gbymca.org/programs/child-care-camps/summer-camps/adventure-camp/,Greater Burlington YMCA,Y Adventure Camp at Rock Point,"Y Adventure Camp at Rock Point is our co-ed summer day camp for kids who have completed 2nd grade through age 13. We’re working on lots of fun new things for 2026 — stay tuned!
This camp takes place on the beautiful Rock Point property on the shores of Lake Champlain. Campers spend most of the day outside, and will have a chance to tend the gardens, use the outdoor pizza oven, swim, kayak, paddleboard, play games, create arts and crafts, do STEM activities, hike, and much more.* This is a traditional outdoor camp full of fun and adventure. Please see below for weekly Camp themes!
We appreciate the collaboration with Rock Point that allows us to access this incredible property at the reduced rate they extend to us as a community partner.
Campers bring lunch and two healthy snacks each day.",7,13,2,7,6/29/2026,7/2/2026,08:30 AM,04:00 PM,,,6 day = $425 / 3 day = $315,,,
https://www.gbymca.org/programs/child-care-camps/summer-camps/adventure-camp/,Greater Burlington YMCA,Y Adventure Camp at Rock Point,"Y Adventure Camp at Rock Point is our co-ed summer day camp for kids who have completed 2nd grade through age 13. We’re working on lots of fun new things for 2026 — stay tuned!
This camp takes place on the beautiful Rock Point property on the shores of Lake Champlain. Campers spend most of the day outside, and will have a chance to tend the gardens, use the outdoor pizza oven, swim, kayak, paddleboard, play games, create arts and crafts, do STEM activities, hike, and much more.* This is a traditional outdoor camp full of fun and adventure. Please see below for weekly Camp themes!
We appreciate the collaboration with Rock Point that allows us to access this incredible property at the reduced rate they extend to us as a community partner.
Campers bring lunch and two healthy snacks each day.",7,13,2,7,7/6/2026,7/10/2026,08:30 AM,04:00 PM,,,7 day = $425 / 3 day = $315,,,
https://www.gbymca.org/programs/child-care-camps/summer-camps/adventure-camp/,Greater Burlington YMCA,Y Adventure Camp at Rock Point,"Y Adventure Camp at Rock Point is our co-ed summer day camp for kids who have completed 2nd grade through age 13. We’re working on lots of fun new things for 2026 — stay tuned!
This camp takes place on the beautiful Rock Point property on the shores of Lake Champlain. Campers spend most of the day outside, and will have a chance to tend the gardens, use the outdoor pizza oven, swim, kayak, paddleboard, play games, create arts and crafts, do STEM activities, hike, and much more.* This is a traditional outdoor camp full of fun and adventure. Please see below for weekly Camp themes!
We appreciate the collaboration with Rock Point that allows us to access this incredible property at the reduced rate they extend to us as a community partner.
Campers bring lunch and two healthy snacks each day.",7,13,2,7,7/13/2026,7/17/2026,08:30 AM,04:00 PM,,,8 day = $425 / 3 day = $315,,,
https://www.gbymca.org/programs/child-care-camps/summer-camps/adventure-camp/,Greater Burlington YMCA,Y Adventure Camp at Rock Point,"Y Adventure Camp at Rock Point is our co-ed summer day camp for kids who have completed 2nd grade through age 13. We’re working on lots of fun new things for 2026 — stay tuned!
This camp takes place on the beautiful Rock Point property on the shores of Lake Champlain. Campers spend most of the day outside, and will have a chance to tend the gardens, use the outdoor pizza oven, swim, kayak, paddleboard, play games, create arts and crafts, do STEM activities, hike, and much more.* This is a traditional outdoor camp full of fun and adventure. Please see below for weekly Camp themes!
We appreciate the collaboration with Rock Point that allows us to access this incredible property at the reduced rate they extend to us as a community partner.
Campers bring lunch and two healthy snacks each day.",7,13,2,7,7/20/2026,7/24/2026,08:30 AM,04:00 PM,,,9 day = $425 / 3 day = $315,,,
https://www.gbymca.org/programs/child-care-camps/summer-camps/adventure-camp/,Greater Burlington YMCA,Y Adventure Camp at Rock Point,"Y Adventure Camp at Rock Point is our co-ed summer day camp for kids who have completed 2nd grade through age 13. We’re working on lots of fun new things for 2026 — stay tuned!
This camp takes place on the beautiful Rock Point property on the shores of Lake Champlain. Campers spend most of the day outside, and will have a chance to tend the gardens, use the outdoor pizza oven, swim, kayak, paddleboard, play games, create arts and crafts, do STEM activities, hike, and much more.* This is a traditional outdoor camp full of fun and adventure. Please see below for weekly Camp themes!
We appreciate the collaboration with Rock Point that allows us to access this incredible property at the reduced rate they extend to us as a community partner.
Campers bring lunch and two healthy snacks each day.",7,13,2,7,7/27/2026,7/31/2026,08:30 AM,04:00 PM,,,10 day = $425 / 3 day = $315,,,
https://www.gbymca.org/programs/child-care-camps/summer-camps/adventure-camp/,Greater Burlington YMCA,Y Adventure Camp at Rock Point,"Y Adventure Camp at Rock Point is our co-ed summer day camp for kids who have completed 2nd grade through age 13. We’re working on lots of fun new things for 2026 — stay tuned!
This camp takes place on the beautiful Rock Point property on the shores of Lake Champlain. Campers spend most of the day outside, and will have a chance to tend the gardens, use the outdoor pizza oven, swim, kayak, paddleboard, play games, create arts and crafts, do STEM activities, hike, and much more.* This is a traditional outdoor camp full of fun and adventure. Please see below for weekly Camp themes!
We appreciate the collaboration with Rock Point that allows us to access this incredible property at the reduced rate they extend to us as a community partner.
Campers bring lunch and two healthy snacks each day.",7,13,2,7,8/3/2026,8/7/2026,08:30 AM,04:00 PM,,,11 day = $425 / 3 day = $315,,,
https://www.gbymca.org/programs/child-care-camps/summer-camps/adventure-camp/,Greater Burlington YMCA,Y Adventure Camp at Rock Point,"Y Adventure Camp at Rock Point is our co-ed summer day camp for kids who have completed 2nd grade through age 13. We’re working on lots of fun new things for 2026 — stay tuned!
This camp takes place on the beautiful Rock Point property on the shores of Lake Champlain. Campers spend most of the day outside, and will have a chance to tend the gardens, use the outdoor pizza oven, swim, kayak, paddleboard, play games, create arts and crafts, do STEM activities, hike, and much more.* This is a traditional outdoor camp full of fun and adventure. Please see below for weekly Camp themes!
We appreciate the collaboration with Rock Point that allows us to access this incredible property at the reduced rate they extend to us as a community partner.
Campers bring lunch and two healthy snacks each day.",7,13,2,7,8/10/2026,8/14/2026,08:30 AM,04:00 PM,,,12 day = $425 / 3 day = $315,,,
,Green Mountain Field Hockey Academy,,,Grades 2-12 (entering),,,,,,,,,"Cost: $475 Early Bird (registration completed by 3/31/24)
$500 as of 4/1/24",,Moulton-Winder Field at the University of Vermont,Burlington,
https://www.greenmountainlacrossecamp.com/,Green Mountain Lacrosse Camp,,,Grades 10-12,,,,,,,,,,$150,"Virtue Field at the University of Vermont
97 Spear Street
Burlington, VT 05405",,
https://www.greenmountaintrainingcenter.com/gymnastics-camps,Green Mountain Training Center,,,6-14,,,,,,,,,2/3/25,,260 Avenue D Suite 30,Williston,
https://www.growfamilyvt.com/summer-camps,GROW Summer Camp @ Adam's Berry Farm,,"children ages 6-9 who want to stretch their bodies, spark their imaginations, and make lasting memories in nature's playground of Adam's Berry Farm in Charlotte, VT!",,,,,,,,,,,,,Charlotte,
https://stalbansvt.myrec.com/info/activities/program_details.aspx?ProgramID=30283,Hard'ack Recreation Area & Pool (dates presented are all of St. Abans Rec - location unclear),,,,,,,,,,,,,$318,,St. Albans,
https://gchockey.com/camps/vermont/cairns-arena,Hockey Camp,,,7-15,,,,,,,,,Now,,,,
https://www.hometownhockeyvt.com/,Hometown Hockey VT,,,,,,,,,,,,,,,South Burlington,
https://www.vermontcamps.org/camps/aloha-foundation-camp-horizons-day-camp,Horizons Day Camp,,,Grades 1+,,,,,,,,,Now,,,Fairlee,
https://www.vermontcamps.org/camps/hulbert-outdoor-center,Hulbert Outdoor Center,,,,,,,,,,,,,,,Fairlee,
https://www.vermontsailingschool.com/,International Sailing School & Club,,,,,,,,,,,,,,,Colchester,
https://www.iycvt.com/workshops,Iyengar Yoga Center -Yoga Adventure Camp,,,6-10,,,,,,,,,1/15/25,$325,74 Main St,Burlington,
,Jay Peak Resort,,,,,,,,,,,,,,,Jay,
,Jay Peak Resort,,,,,,,,,,,,,,,,
https://www.jerichovt.org/Summer-Recreation,Jericho Parks and Recreation,,,,,,,,,,,,,,,Jericho,
https://johnbeckerbasketballcamp.totalcamps.com/About%20Us,John Becker Basketball Camp,,,Grades 2- Entering 7 & 8-17,,,,,,,,,,$425,,,
https://jordankentcamps.com/vermont/,Jordan Kent’s Just Kids Skill Camp,,,,,,,,,,,,,,,Burlington,
https://www.lcmm.org/camps/day-camps/,Lake Champlain Maritime Museum,The Fish Camp – Session B,"Is your little one looking for a week of fish-tastic fun? This camp will give them a chance to dive into all things fishy! Campers will spend the week learning about fish, visiting a variety of fishing locations, and getting hooked on fishing. Activities include practicing casting, building our own fishing rod with supplies we forage in the forest, and checking out a variety of different fishing locations. This camp is always a fan favorite and we can’t wait to dive in!",6,9,1,3,6/29/2026,7/3/2026,,,,"Enroll now, some weeks are full and have waitlists.",$400 Tuition (Pay-What-You-Can),,,
https://www.lcmm.org/camps/day-camps/,Lake Champlain Maritime Museum,Watershed Ecology Camp,"Do you enjoy being outside and exploring natural areas? This camp will focus on the ecology of the Lake Champlain Watershed. Campers will have the opportunity to explore areas all over the watershed and learn about how they are interconnected. Activities will include hiking, canoeing, and snorkeling all over the Lake Champlain region! Campers will learn more about lake ecology and how water travels throughout our region to end up in Lake Champlain.",10,14,5,8,7/6/2026,7/10/2026,,,,"Enroll now, some weeks are full and have waitlists.",$400 Tuition (Pay-What-You-Can),,,
https://www.lcmm.org/camps/day-camps/,Lake Champlain Maritime Museum,Underwater Exploration Camp,"Have you ever wondered what lies under the surface of the water? Join us for a week of exploring several bodies of water in our region! Campers will get an introduction to snorkeling before starting exploration of various field sites. At some locations we’ll focus on ecology and the different species that call the water “home,” while at other locations we’ll look at human impacts on the underwater environment by learning about nautical archaeology.",10,14,5,8,7/20/2026,7/24/2026,,,,"Enroll now, some weeks are full and have waitlists.",$400 Tuition (Pay-What-You-Can),,,
https://www.lcmm.org/camps/day-camps/,Lake Champlain Maritime Museum,Heavy Metal Mania Camp,"Do you ever wonder “how was this made?” Do you want to be the person who made it? During this week-long sampler, campers will learn to pound iron, melt bronze, and shape copper; carrying on the traditions of the ancient art and craft of metalsmithing. This camp is a great chance to work with your hands and make your own objects and art out of metal. In between metal projects, campers will keep cool swimming in the lake.",10,14,5,8,7/27/2026,7/31/2026,,,,"Enroll now, some weeks are full and have waitlists.",$400 Tuition (Pay-What-You-Can),,,
https://www.lcmm.org/camps/day-camps/,Lake Champlain Maritime Museum,"Boats, Boats, Boats Camp","Calling all kids who have a need for adventure and a love of being on the water! Boats, Boats, Boats is five days of mini expeditions using the Museum’s fleet of boats. Each day will feature a different type of watercraft that we’ll use to travel to an exciting location to eat lunch, explore, and swim before boating back for the end of the camp day. Campers will be able to learn or practice their skill at sailing, rowing, canoeing, and kayaking.",10,14,5,8,8/10/2026,8/14/2026,,,,"Enroll now, some weeks are full and have waitlists.",$400 Tuition (Pay-What-You-Can),,,
https://campfindervt.com/directory/lake-champlain-waldorf-school/,Lake Champlain Waldorf School,,,"46,118",,,,,,,,,Now,$360,,Shelburne,
https://lcyc.info/,Lake Champlain Yacht Club Junior Sailing Program,,,,,,,,,,,,,,,,
https://www.letgoyourmind.com/,Let Go Your Mind,,"LetGoYourMind Summer STEM Programs offer structured day programs where kids can experiment with LEGO bricks, and learn the basics of design and engineering while having a blast",,,,,,,,,,,,,Burlington,
https://www.letgoyourmind.com/vermont-locations,"LetGoYourMind, Lego STEM Programs",,,6-13,,,,,,,,,Registration through the Essex Junction Rec Dept. For the Essex Location,$415-425,"Burlington, Generator Makerspace
Winooski, Saint Francis Xavier School
Essex Junction, Essex Junction Recreation and Parks South Burlington, Vermont Commons School
Shelburne, Vermont Day School",Burlington,
https://findandgoseek.net/summer-camps,Links at Lang Farm,,"With 4,000 challenging yards weaving between wetlands, pumpkin patches and old-growth white pines, The Links is an ""executive course"" providing a fun and unique golf experience",,,,,,,,,,,,,Essex Junction,
https://www.liveryhorsefarm.com/,Livery Horse Farm,,,,,,,,,,,,,,,Hinesburg,
https://lostnationtheater.org/introduction-to-theater-camps/,Lost Nation Theater,,,6-9,,,,,,,,,,,,,
https://www.vermontcamps.org/camps/lotus-lake-camp,Lotus Lake Camp,,,Grade K-9,,,,,,,,,,,,Williamstown,
https://lyrictheatrevt.org/portfolio/lyric-kids/,Lyric Theatre Company,,,,,,,,,,,,,,,South Burlington,
https://themakeryvt.com/,Makery,,,,,,,,,,,,,,,Burlington,
https://www.ejrp.org/parks-facilities/maple-street-park,Maple Street Park & Pool,,,,,,,,,,,,,,,Essex Junction,
https://martialwayvt.com/wp/index.php/martial-arts-camps-children/,Martial Way Self Defense Center,Summer Camp,,7,14,2,8,6/22/2026,6/26/2026,09:00 AM,12:00 PM,,,,,,
https://martialwayvt.com/wp/index.php/martial-arts-camps-children/,Martial Way Self Defense Center,Summer Camp,,7,14,2,8,7/20/2026,7/24/2026,09:00 AM,12:00 PM,,,,,,
https://martialwayvt.com/wp/index.php/martial-arts-camps-children/,Martial Way Self Defense Center,Summer Camp,,7,14,2,8,8/3/2026,8/7/2026,09:00 AM,12:00 PM,,,,,,
https://martialwayvt.com/wp/,Martial Way Self Defense Center,,,,,,,,,,,,,,,Colchester,
https://mcschool.org/school-life/summer-camp/,Mater Christi Camp,,,3,8,,2,,,,,,2025 dates not available online,$395,50 Mansfield Ave,Burlington,
https://vt.metrorock.com/vt-camps,Metro Rock,,,BASE Ages 6-12 RAD Ages 8-16,,,,,,,,,Now,$460 5 days $340 4 days BASE camp $535 RAD camp,,Essex,
,Milton Recreation Department,,,,,,,,,,,,,,,Milton,
https://www.vtoutdooradventures.com/,MMMUSD Summer Outdoor Adventure & Mt Biking Camps,,"Mountain Bike, Kayak, Hike, Swim, Rock Climb, and more! Are you looking for an exciting outdoor week of adventure for your children (6-14 years old) this summer?",,,,,,,,,,,,,,
https://mustloveyarn.com/,Must Love Yarn,,,,,,,,,,,,,,,,
https://www.winooskivt.gov/1502/Myers-Memorial-Pool,Myers Memorial Pool,,,,,,,,,,,,,,,,
https://www.newhorizonsvt.com/,New Horizons Farm LLC,,,,,,,,,,,,,,,,
https://www.newvillagefarm.com/summer-camps,New Village Farm,,,5,6,K,K,,,,,,1/20/24 9:00 AM,"$390/week Early Drop off ​Monday through Friday, we offer two drop off options: 8 am ($12/day) and 8:30 am ($6/day). There are weekly and drop-in day options available. Late Pick-up
​Monday through Friday, we offer one late pick up option for families who need to pick up their child at 4 pm for $12/day. There are weekly and drop-in day options available.",,Shelburne,"The morning of January 20th, the black buttons (above) will become the registration links.
If you're planning to register for Farm & Garden or Pathfinders Camp:
Please do not sign up for more than four weeks (double week sessions count as two weeks).​
If you don't see an open spot in the week you want, do not lose hope -- please join the waitlist! The waitlist consistently is changing. The waitlist will take your credit card information, but it will not charge you until your child's spot is confirmed.
Please check out our Philosophy Page. We do things differently than other education centers, and it's worth understanding why we do what we do, and considering whether NVF is the right fit for you and your family.
Each camp day runs from 9:00 am-3:00 pm. We offer Early Drop Off and Extended Day options (see below).
If you have any questions, please email newvillagefarmprograms@gmail.com"
https://northbranchnaturecenter.org/camps/,North Branch Nature Center,,,,,,,,,,,,,,,,
https://ohavizedek.org/education/familyprograms/ozs-summer-day-camp/,Ohavi Zedek Summer Day Camp,,,,,,,,,,,,,,,,
https://oneartscenter.com/camps/,ONE Arts,Variety Show Camp,"During this camp, campers will decide what they want to perform in a variety show! They could create original songs, puppet shows, dances, or theater performances! Then they will design and create their own costumes and set designs. Then on Friday they will perform their show at pick up on our stage in the Creative Space!",5,8,K,2,6/22/2026,6/26/2026,08:00 AM,04:00 PM,,Now,$440,"294 N Winooski Ave, Suite 112A",Burlington,
https://oneartscenter.com/camps/,ONE Arts,Wizards and Witches,"Come fly on your broom, cast spells with your wand and practice making potions during Wizards and Witches Week! Wizard and Witches week is our Harry Potter inspired week! Campers will receive their letters to Hogwarts on the first day and will be sorted into houses. We will practice our potions, develop our wand skills, and take care of some mythical creatures in this week long camp!",5,8,K,2,6/29/2026,7/2/2026,08:00 AM,04:00 PM,,Now,$352,"294 N Winooski Ave, Suite 112A",Burlington,
https://oneartscenter.com/camps/,ONE Arts,Costume Design Camp,"During Costume Design Camp, campers will make their very own costumes, costumes for their stuffies and all the necessary accessories! They will learn to sew and use materials such as hot glue, fabric, felt buttons, gems, and more! Then on Friday it’s time to hit the runway for a Fashion show that will be put on at pick up.",5,8,K,2,7/6/2026,7/10/2026,08:00 AM,04:00 PM,,Now,$440,"294 N Winooski Ave, Suite 112A",Burlington,
https://oneartscenter.com/camps/,ONE Arts,Model Treehouse Building Camp,"During Treehouse Building Camp, campers will look at treehouse designs for inspiration and then design their own 3D treehouse model. We will go for walks and collect natural materials to add to our designs. Who knows maybe a fairy will move in once we are done!",5,8,K,2,7/13/2026,7/17/2026,08:00 AM,04:00 PM,,Now,$440,"294 N Winooski Ave, Suite 112A",Burlington,
https://oneartscenter.com/camps/,ONE Arts,Music Camp,Let's get musical! During music camp we will make our own instruments in our Maker Space. Then we will jam out and make up some original songs. Then on Friday we will perform our songs at pick up!,5,8,K,2,7/20/2026,7/24/2026,08:00 AM,04:00 PM,,Now,$440,"294 N Winooski Ave, Suite 112A",Burlington,
https://oneartscenter.com/camps/,ONE Arts,Paper Making Camp,During Paper Making Camp we will make our own paper pulp in a beater! Then we will add things to our paper such as flower petals and colored paper. We will also use watercolor crayons to draw on it while still wet. Then we will make our own sketch books and cards using the paper we made! We will also learn how to use Jelli Plates to print cool designs onto our paper.,5,8,K,2,7/27/2026,7/31/2026,08:00 AM,04:00 PM,,Now,$440,"294 N Winooski Ave, Suite 112A",Burlington,
https://oneartscenter.com/camps/,ONE Arts,Creating in 3D,"Let's build in 3 dimensions! During this camp we will be making all kinds of different 3D works using many different supplies such as popsicle sticks, clay, papier-mâché, foil, felt and more.",5,8,K,2,8/3/2026,8/7/2026,08:00 AM,04:00 PM,,Now,$440,"294 N Winooski Ave, Suite 112A",Burlington,
https://oneartscenter.com/camps/,ONE Arts,Natural Art Making,"Come enjoy the outdoors and celebrate everything nature has to offer! Campers will take nature walks and collect fallen objects such as leaves, sticks, pine cones, etc. While we are there we will make some fairy and gnome houses. We will also be drawing and painting from nature, collecting found objects from outside to inspire our artwork, making 3D nature inspired sculptures, and many other nature based art projects as we enjoy being inspired by the natural world this week.",5,8,K,2,8/10/2026,8/14/2026,08:00 AM,04:00 PM,,Now,$440,"294 N Winooski Ave, Suite 112A",Burlington,
https://oneartscenter.com/camps/,ONE Arts,Fantasy Week,"During Fantasy Week we will transform the Art Center into a fantasy world and turn into princesses, knights, dragon tamers and more! We will make a collaborative fantasy mural, large 3D castle, dragons with special powers, and outfits to match!",5,8,K,2,8/17/2026,8/21/2026,08:00 AM,04:00 PM,,Now,$440,"294 N Winooski Ave, Suite 112A",Burlington,
https://oneartscenter.com/camps/,ONE Arts,Game Building Camp,"Get ready to be your own game builder! Campers will create their very own game boards, marble mazes, and arcade games!",5,8,K,2,8/24/2026,8/28/2026,08:00 AM,04:00 PM,,Now,$440,"294 N Winooski Ave, Suite 112A",Burlington,
https://www.ontastudio.com/camps,Onta Studio - Ninja Science Camp,Camp #1,"This camp combines all the martial arts, tumbling, and parkour that your kids love, with environmental science and art education! This year we are switching up our science curriculum to a new, more hands on, STEAM based, curriculum. Each of our assistant instructors this year are going to be heading up specific art projects, such as plant impressions in clay, beading animals, and even building volcanoes! We are very excited about it, which is why we have changed the name of our camps this year to Ninja STEAM Camps to reflect our new, more hands-on blending of arts and science based learning. We'll be doing lots of technique oriented Karate and Jiu-Jitsu, playing martial arts games, breaking boards, sword fighting, and delving deeper into meditation and the moral and ethical precepts of the martial arts. We'll also be talking about ants, space, and animal tracking! And we'll delve into ONTA's very own (kid friendly) Kung Fu movie library!",5,15,K,9,6/15/2026,6/19/2026,09:00 AM,03:00 PM,,First Week January. Returning Campers Use ONTACAMPS2026 for 10% off any camp by 1/18,$375,373 Blair Park Road,Williston,
https://www.ontastudio.com/camps,Onta Studio - Ninja Science Camp,Camp #2,"This camp combines all the martial arts, tumbling, and parkour that your kids love, with environmental science and art education! This year we are switching up our science curriculum to a new, more hands on, STEAM based, curriculum. Each of our assistant instructors this year are going to be heading up specific art projects, such as plant impressions in clay, beading animals, and even building volcanoes! We are very excited about it, which is why we have changed the name of our camps this year to Ninja STEAM Camps to reflect our new, more hands-on blending of arts and science based learning. We'll be doing lots of technique oriented Karate and Jiu-Jitsu, playing martial arts games, breaking boards, sword fighting, and delving deeper into meditation and the moral and ethical precepts of the martial arts. We'll also be talking about ants, space, and animal tracking! And we'll delve into ONTA's very own (kid friendly) Kung Fu movie library!",5,15,K,9,7/13/2026,7/17/2026,09:00 AM,03:00 PM,,,,373 Blair Park Road,Williston,
https://www.ontastudio.com/camps,Onta Studio - Ninja Science Camp,Camp #3,"This camp combines all the martial arts, tumbling, and parkour that your kids love, with environmental science and art education! This year we are switching up our science curriculum to a new, more hands on, STEAM based, curriculum. Each of our assistant instructors this year are going to be heading up specific art projects, such as plant impressions in clay, beading animals, and even building volcanoes! We are very excited about it, which is why we have changed the name of our camps this year to Ninja STEAM Camps to reflect our new, more hands-on blending of arts and science based learning. We'll be doing lots of technique oriented Karate and Jiu-Jitsu, playing martial arts games, breaking boards, sword fighting, and delving deeper into meditation and the moral and ethical precepts of the martial arts. We'll also be talking about ants, space, and animal tracking! And we'll delve into ONTA's very own (kid friendly) Kung Fu movie library!",5,15,K,9,8/3/2026,8/7/2026,09:00 AM,03:00 PM,,,,373 Blair Park Road,Williston,
https://owlfeetstudio.com/,Owl Feet Studio,,,,,,,,,,,,,,,Charlotte,
https://www.burlingtonpaintandsip.com/paint-n-create-kids-camp/,Paint & Create Kids Camp by Burlington Paint and Sip,,,6-14,,,,,,,,,"All applications are due May 1st, 2025",$390,29 Church St,Burlington,
https://www.petracliffs.com/camps,Petra Cliffs,,,6 - 14,,,,,,,,,2/1,$575,105 Briggs St.,Burlington,
https://www.erinlongworthvt.com/pony-camps,Pony Day Camps,,,5+,,,,,,,,,,$385/ weeks if enrolled in 3 weeks $400/ weeks if enrolled in 2 weeks. $450/ weeks if enrolled in 1 week,,Milton,
https://purpleknightcamps.com/,Purple Knights,,,,,,,,,,,,,,1 Winooski Park,Colchester,
https://campfindervt.com/region/vermont/?directory_type=summer-camps,Red Clover Camp,,,5-8,,,,,,,,,,,,Lamoille Valley,
https://www.regalgym.com/,Regal Gymnastics Academy,,,,,,,,,,,,,,,,
http://www.retribe.org/,ReTribe,,,,,,,,,,,,,,,,
http://riverartsvt.org/,River Arts,,,,,,,,,,,,,,,,
https://smcathletics.com/sports/2023/8/1/information-summer-camps-index.aspx,Saint Michael's College Summer Camps,,,,,,,,,,,,,,,,
https://waterfrontdiving.com/,School of Creative and Performing Arts (SOCAPA),,,,,,,,,,,,,,,,
https://shelburnefarms.org/node/3376/2025-summer-camp-information,Shelburne Farms,,,5,17,K,11,,,,,,January 11-13 2026 Lottery Process (10:00 AM Open). Notify you by email within 2 - 3 weeks of your camper’s placement in a camp session or on the waitlist.,$325,1611 Harbor Road,Shelburne,"Review our camp descriptions, dates, and frequently asked questions listed on our website.
2. Submit one online application per applicant anytime between January 12 - 14, 2025. Enrollment is not first come, first served. No payment is required to submit an application. We offer payment plans and financial assistance to all families to offset financial barriers. Enrolled applicants will be able to select financial assistance using a need-based sliding scale.
Due to high demand, a submitted application is not a guarantee for a placement in camp.
If selected in our placement process, an applicant may only attend ONE camp session. Be sure to select all possible session choices your applicant can attend on your application.
We do our best to accommodate and review family applications together if they are indicated in each other’s applications. Camp applications will not be reviewed or sorted until after the application window closes on January 14th. If your availability changes after you have submitted your application, please sign-in to your account to make edits by January 14th."
https://campfindervt.com/summer-camps-directory/,Shelburne Museum Summer Camps,,,"46,118",,,,,,,,,"Shelburne Museum members opens on Tuesday, January 28, 2025, at 12:00pm and will remain open until Friday, January 31 at 11:00am.
General registration opens on Friday, January 31, 2025, at 12:00pm.",,,Shelburne,
https://secure.rec1.com/VT/south-burlington-vt-recreation-parks/catalog,"South Burlington Parks, Recreation and Waterfront",Soccer Sparks Camp,,7,11,2,5,6/17/2025,6/20/2025,09:00 AM,12:00 PM,,,$175,Veterans Memorial Park,,
https://secure.rec1.com/VT/south-burlington-vt-recreation-parks/catalog,"South Burlington Parks, Recreation and Waterfront",Chess Wizard Camp,,6,11,1,5,6/23/2025,6/27/2025,09:00 AM,12:00 PM,,,$260,Tuttle Middle School,,
https://secure.rec1.com/VT/south-burlington-vt-recreation-parks/catalog,"South Burlington Parks, Recreation and Waterfront",Flag Football Camp 2025,,9,14,4,8,6/23/2025,6/27/2025,09:00 AM,12:00 PM,,,$175,Tuttle Middle School,,
https://secure.rec1.com/VT/south-burlington-vt-recreation-parks/catalog,"South Burlington Parks, Recreation and Waterfront",Improv Comedy Camp,,11,13,6,7,7/7/2025,7/11/2025,10:00 AM,12:00 PM,,,$190,South Burlington Middle School,,
https://secure.rec1.com/VT/south-burlington-vt-recreation-parks/catalog,"South Burlington Parks, Recreation and Waterfront",Baseball Camp,,7,12,2,6,7/7/2025,7/11/2025,09:00 AM,12:00 PM,,,$175,South Burlington High School,,
https://secure.rec1.com/VT/south-burlington-vt-recreation-parks/catalog,"South Burlington Parks, Recreation and Waterfront",Tennis Camp,,5,13,K,7,7/14/2025,7/18/2025,09:00 AM,12:00 PM,,,$145,The Edge - Eastwood,,
https://secure.rec1.com/VT/south-burlington-vt-recreation-parks/catalog,"South Burlington Parks, Recreation and Waterfront",Wicked Cool for Kids Summer Camps 2025 - Hogwarts STEAM Express,,6,11,1,5,7/14/2025,7/18/2025,09:00 AM,12:00 PM,,,$330,Tuttle Middle School,,
https://secure.rec1.com/VT/south-burlington-vt-recreation-parks/catalog,"South Burlington Parks, Recreation and Waterfront",Improv Comedy Camp,,11,13,6,7,7/21/2025,7/25/2025,10:00 AM,12:00 PM,,,$190,South Burlington Middle School,,
https://secure.rec1.com/VT/south-burlington-vt-recreation-parks/catalog,"South Burlington Parks, Recreation and Waterfront",Chess Wizard Camp,,6,11,1,5,7/28/2025,8/1/2025,09:00 AM,12:00 PM,,,$260,Tuttle Middle School,,
https://secure.rec1.com/VT/south-burlington-vt-recreation-parks/catalog,"South Burlington Parks, Recreation and Waterfront",Wicked Cool for Kids Summer Camps 2025 - Engineering Workshop,,6,11,1,5,8/4/2025,8/8/2025,09:00 AM,12:00 PM,,,$330,Tuttle Middle School,,
https://secure.rec1.com/VT/south-burlington-vt-recreation-parks/catalog,"South Burlington Parks, Recreation and Waterfront",Improv Comedy Camp,,11,13,6,7,8/4/2025,8/8/2025,10:00 AM,12:00 PM,,,$190,South Burlington Middle School,,
https://secure.rec1.com/VT/south-burlington-vt-recreation-parks/catalog,"South Burlington Parks, Recreation and Waterfront",Soccer Sparks Camp,,7,11,2,5,8/4/2025,8/8/2025,09:00 AM,12:00 PM,,,$215,Veterans Memorial Park,,
