"Provider ID","Provider Case","Provider Name","License ID","Current License Start Date","Current License End Date","License Type","Provider Program Type","Address 1","Address 2","Provider Town","Zip Code","Phone Number","Email Address","County","AHS District","Total Licensed Capacity","Infant Licensed Capacity","Toddler Licensed Capacity","Preschool Licensed Capacity","School Age Licensed Capacity","Special Services Status","Provider Referral Status","Current STARS Level","Reported Food Program Participation","Accreditation","Accreditation Start Date","Accreditation End Date","Reported Infant Vacancies","Reported Toddler Vacancies","Reported Preschool Vacancies","Reported School Age Vacancies","Special Schedule","Usual Program Start","Usual Program End","Prequalified Prekindgarten Program","Prequalified Prekindgarten Start Date","Prequalified Prekindgarten End Date"
"2971","2110","Albany Early Childhood Collaborative Program","1221","01/11/2026","01/06/2029","Licensed Provider","CBCCPP","351 Main Street","Albany Community School","Albany","05822","8027556811","lforcier@nekcavt.org","Orleans","NDO","20","0","0","20","0","Yes","Active","5 Star","No",,,,"0","0","0","0","School Year Only","7:30:00 AM","3:00:00 PM","Prequalified PreK Program - Privately Operated","2024 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"3081","2189","Bouffard, Louise","M97-308","02/26/2023","02/21/2026","Registered Home","Registered FCCH","139 Lake View Drive",,"Newport Town","05857","8026733570","louiselbouffard@gmail.com","Orleans","NDO","10","2","2","2","4","No","Active","1 Star","Yes",,,,"0","0","2","0",,"7:30:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2023 Jun 08 12:00:00 AM","2026 Jun 30 12:00:00 AM"
"276803","201670","Craftsbury Saplings","76278","08/13/2023","08/08/2026","Licensed Provider","CBCCPP","1773 East Craftsbury Road",,"Craftsbury","05826","8025862875","saplingsdirector@gmail.com","Orleans","VDO","19","3","6","10","0","Yes","Active","5 Star","Yes",,,,"0","1","0","0",,"7:30:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2023 May 17 12:00:00 AM","2026 Jun 30 12:00:00 AM"
"462908","421175","Family Resource Center at Lakemont","89983","12/31/2023","12/26/2026","Licensed Provider","CBCCPP","76 Lakemont Road",,"Newport","05855","8023233253","lforcier@nekcavt.org","Orleans","NDO","28","4","4","20","0","No","Active","5 Star","Yes",,,,"4","0","0",,"School Year Only","7:30:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Feb 12 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"2846","2011","Four Seasons of Early Learning","1096","11/30/2025","11/25/2028","Licensed Provider","CBCCPP","1160 Main Street",,"Greensboro","05842","8025332261","rhodabearvt@gmail.com","Orleans","VDO","38","3","5","30","0","Yes","Active","5 Star","No",,,,"0","0","0","0",,"7:00:00 AM","5:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Apr 30 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"457683","415482","Jay Peak Child Care","88736","11/16/2025","11/11/2028","Licensed Provider","CBCCPP - Non-Recurring","830 Jay Peak Road",,"Jay","05859","8023272104","sfolsom@jaypeakresort.com","Orleans","NDO","48","16","9","10","13","Yes","Active","4 Star","No",,,,"0","0","0","0",,"7:30:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2025 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"283073","208903","Nanny's Early Learning Center","75455","01/28/2024","01/23/2027","Licensed Provider","Licensed FCCH","226 Pine Street",,"Troy","05859","8029881164","nelckids53@gmail.com","Orleans","NDO","12","2","4","4","2","Yes","Active","5 Star","Yes",,,,"0","0","0","0",,"6:30:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2026 Jul 01 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"2963","2104","Nelson, Christina","V96-370","08/27/2023","08/22/2026","Registered Home","Registered FCCH","1866 VT Route 105 East",,"Troy","05859","8022383962","mvdckids@gmail.com","Orleans","NDO","10","2","2","2","4","Yes","Active","5 Star","Yes",,,,"0","0","0","0",,"7:00:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2024 Jan 17 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"2750","1945","North Troy Child and Family Development Program","1011","12/29/2024","12/25/2027","Licensed Provider","CBCCPP","155 North Pleasant Street",,"Troy","05859","8029882262","lforcier@nekcavt.org","Orleans","NDO","19","0","0","19","0","Yes","Active","5 Star","Yes",,,,"0","0","0","0","School Year Only","7:45:00 AM","2:30:00 PM","Prequalified PreK Program - Privately Operated","2026 Jan 26 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"445599","405132","ABC Academy St. Albans, LLC","86514","06/15/2024","06/12/2027","Licensed Provider","CBCCPP","27 Church Street",,"St Albans","05478","8025285687","officeabcacademy@gmail.com","Franklin","ADO","30","8","10","12","0","Yes","Active","4 Star","No",,,,"0","1","2","0",,"7:00:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2024 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"154236","100449","Blooming Minds Enrichment Center, LLC","45612","03/12/2023","03/07/2026","Licensed Provider","CBCCPP","1 Lemnah Drive",,"St Albans","05478","8025277050","bloomingmindsec@yahoo.com","Franklin","ADO","71","0","2","65","4","Yes","Active","4 Star","No",,,,"0","0","0","0",,"6:45:00 AM","5:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Aug 22 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"284707","211230","Clubhouse Kids","75554","02/24/2025","01/23/2027","Licensed Provider","CBCCPP","1092 Park Street",,"Morrisville","05661","8028885439","clubhousekidsvt@gmail.com","Lamoille","VDO","57","8","16","33","0","Yes","Active","5 Star","Yes",,,,"0","1","2","0",,"7:30:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2023 Feb 07 12:00:00 AM","2026 Jun 30 12:00:00 AM"
"4447","108749","Cushing, Mary","47534","09/10/2023","09/05/2026","Registered Home","Registered FCCH","28 Russell Street",,"St Albans","05478","8025272051","mcushi@aol.com","Franklin","ADO","10","2","2","2","4","Yes","Active","4 Star","Yes",,,,"0","0","0","0",,"7:00:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Jan 25 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"4036","2900","Dodge, Tami","M03-750","11/19/2023","11/14/2026","Registered Home","Registered FCCH","100 High Street",,"St Albans","05478","8025245694","tamidodge@yahoo.com","Franklin","ADO","10","2","2","2","4","Yes","Inactive","3 Star","No",,,,"0","0","0","0",,"7:00:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2024 May 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"465308","423819","Elementals LLC","91536","08/24/2025","08/19/2028","Licensed Provider","CBCCPP","1551 Mill River Rd",,"Georgia","05478","8027821036","dmvatter@gmail.com","Franklin","ADO","15","0","0","15","0","No",,"1 Star","No",,,,"0","0","1","0",,,,"Prequalified PreK Program - Privately Operated","2025 Sep 04 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"458064","415925","Georgia's Next Generation, LLC","89016","12/28/2025","12/23/2028","Licensed Provider","CBCCPP","4502 Highbridge Rd",,"Georgia","05468","8027343811","georgiasnextgenerations@iks.center","Franklin","ADO","20","3","0","17","0","Yes","Active","5 Star","No",,,,"0","1","3","0",,"7:30:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2023 Jan 24 12:00:00 AM","2026 Jun 30 12:00:00 AM"
"287486","215045","Lamoille County Early Learning Center","77614","02/25/2024","02/20/2027","Licensed Provider","CBCCPP","250 Industrial Park Drive",,"Morrisville","05661","8028514010","mpena@capstonevt.org","Lamoille","VDO","45","0","8","37","0","Yes","Active","5 Star","Yes",,,,"0","0","1","0","School Year Only","8:00:00 AM","2:00:00 PM","Prequalified PreK Program - Privately Operated","2024 Feb 12 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"3878","2776","Lavigne, Nancy","V02-554","09/21/2025","09/16/2028","Registered Home","Registered FCCH","184 Pearl Street",,"St Albans","05478","8024894032","taterjess2000@yahoo.com","Franklin","ADO","10","2","2","2","4","Yes","Active","4 Star","No",,,,"0","0","0","0","In-Service Days","7:00:00 AM","4:00:00 PM","Prequalified PreK Program - Privately Operated","2025 Apr 03 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"467362","426100","Little Roots Learning, LLC","91377","06/15/2025","06/10/2028","Licensed Provider","CBCCPP","28 James Road",,"Morrisville","05661","8028518018","LittleRootsLearningLLC@gmail.com","Lamoille","VDO","38","8","10","14","6","Yes","Active","1 Star","No",,,,,,,,,,,"Prequalified PreK Program - Privately Operated","2025 Sep 12 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"3002","2130","Lothian, Tina","V96-470","11/16/2025","11/11/2028","Registered Home","Registered FCCH","3319 North Sheldon Road",,"Franklin","05457","8022852188","tinaskidkorral@gmail.com","Franklin","ADO","10","2","2","2","4","Yes","Active","4 Star","No",,,,"0","1","1","0",,"6:30:00 AM","4:00:00 PM","Prequalified PreK Program - Privately Operated","2023 Feb 08 12:00:00 AM","2026 Jun 30 12:00:00 AM"
"463431","421775","Spark Academy","90556","07/14/2024","07/10/2027","Licensed Provider","CBCCPP","71 1/2 First Street",,"Swanton","05488","8028686714","vickiegratton@sparkacademykids.com","Franklin","ADO","27","0","5","17","5","Yes","Active","4 Star","No",,,,"0","0","0","0","In-Service Days","7:00:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Aug 30 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"447062","406294","St. Albans Early Learning Center","86977","09/08/2024","09/04/2027","Licensed Provider","CBCCPP","39 Barlow Street",,"St Albans","05478","8025245876","cvhs-bfis@cvoeo.org","Franklin","ADO","32","8","8","16","0","Yes","Inactive","5 Star","No",,,,,"0","0",,,"8:30:00 AM","2:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Jun 30 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"2335","1656","Wee Explorers Preschool Inc.","364","12/28/2025","12/23/2028","Licensed Provider","CBCCPP","39 Upper Main Street","Puffer Methodist Church","Morrisville","05661","8028882087","weeexplorersinc@gmail.com","Lamoille","VDO","12","0","0","12","0","Yes","Active","5 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","1:00:00 PM","Prequalified PreK Program - Privately Operated","2024 May 20 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"3194","2278","Capstone Learning Together Center @ Brook Street, ol","1372","11/02/2025","10/28/2028","Licensed Provider","CBCCPP","45 Brook Street",,"Barre City","05641","8024775203","jmoulton@capstonevt.org","Washington","MDO","47","8","24","15","0","Yes","Active","5 Star","Yes",,,,"0","0","0","0",,"8:45:00 AM","3:15:00 PM","Prequalified PreK Program - Privately Operated","2024 Mar 29 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"285035","211783","EJRP Preschool","75574","01/28/2024","01/23/2027","Licensed Provider","CBCCPP","21 Park Street",,"Essex","05452","8028781375","kcobleigh@ejrp.org","Chittenden","BDO","44","0","10","34","0","Yes","Active","5 Star","No",,,,"0","0","0","0",,"7:30:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2024 Jan 25 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"210038","140088","Frog & Toad Child Care & Learning Center, LLC","60814","10/08/2023","10/03/2026","Licensed Provider","CBCCPP","26 Suzie Wilson Road","Unit A","Essex","05452","8028715309","tbergeronmonkey@yahoo.com","Chittenden","BDO","50","16","10","24","0","Yes","Active","5 Star","No",,,,"0","0","0","0",,"7:30:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Jun 30 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"3982","2856","Green Mountain Montessori School, Inc.","1706","11/02/2025","10/28/2028","Licensed Provider","CBCCPP","8 Jericho Road",,"Essex","05452","8028799114","shireen.mcnabb@gmail.com","Chittenden","BDO","40","0","0","38","2","Yes","Active","4 Star","No",,,,"0","0","0","0","School Year Only","7:30:00 AM","5:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Apr 08 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"144931","93395","Hand In Hand Creative Learning Center Inc.","44638","10/19/2025","10/14/2028","Licensed Provider","CBCCPP","3 Oliver Wight Drive",,"Essex","05453","8028799955","handinhand9701@yahoo.com","Chittenden","BDO","97","24","20","40","13","Yes","Active","4 Star","No",,,,"0","0","0","0",,"7:15:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2025 Jan 10 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"351140","297931","Heartworks, STEAMworks & Loveworks Schools, LLC - Center Road, Essex","82274","01/14/2026","08/05/2028","Licensed Provider","CBCCPP","51 Center Road",,"Essex","05452","8028713376","Amy.Veilleux@Heartworksvt.com","Chittenden","BDO","82","16","18","48","0","Yes","Active","5 Star","No",,,,"0","0","0","0",,"7:30:00 AM","5:30:00 PM","Prequalified PreK Program - Privately Operated","2025 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"456883","414628","Inspired Minds Childcare","88698","11/02/2025","10/28/2028","Licensed Provider","CBCCPP","21 Essex Way",,"Essex","05452","8024898053","inspiredmindschildcare@gmail.com","Chittenden","BDO","59","16","10","28","5","Yes","Active","4 Star","No",,,,"2","2","2","0",,,,"Prequalified PreK Program - Privately Operated","2025 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"188497","122815","Kid Logic Learning, LLC","54154","11/19/2023","11/14/2026","Licensed Provider","CBCCPP","72 Ethan Allen Drive","Suite 2","South Burlington","05403","8026603600","crystal@kidlogiclearning.com","Chittenden","BDO","115","27","16","53","19","Yes","Active","5 Star","No",,,,"1","0","2","0",,"7:30:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2024 Jun 19 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"372680","323531","Kid Logic Learning@Tech Park","82775","08/10/2025","08/05/2028","Licensed Provider","CBCCPP","30 Community Drive","Kid Logic Learning","South Burlington","05403","8024972483","crystal@kidlogiclearning.com","Chittenden","BDO","121","36","24","34","27","Yes","Active","5 Star","No",,,,"0","0","2","5",,"7:30:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2025 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"465557","424090","Little One's University Essex Center","90577","07/28/2024","07/24/2027","Licensed Provider","CBCCPP","71 Center Road",,"Essex","05452","8023101180","littleonesuniversity@gmail.com","Chittenden","BDO","30","4","3","23","0","Yes","Active","4 Star","No",,,,"0","0","3","0",,"7:30:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Aug 02 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"159678","104003","Little One's University Inc","45536","03/12/2023","03/07/2026","Licensed Provider","CBCCPP","104 Old Colchester Road",,"Essex","05452","8028727444","littleonesuniversity@gmail.com","Chittenden","BDO","102","30","20","50","2","Yes","Active","4 Star","No",,,,"0","0","3","0",,"7:00:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Apr 08 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"228337","155378","Montessori School of Central Vermont","72468","09/07/2025","09/02/2028","Licensed Provider","CBCCPP","84 Pine Hill Rd",,"Barre Town","05641","8024790912","info@mscvt.org","Washington","MDO","76","8","8","50","10","Yes","Active","5 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","3:15:00 PM","Prequalified PreK Program - Privately Operated","2024 Mar 01 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"368213","318561","Nadeau's Playschool Essex","81654","06/15/2025","06/10/2028","Licensed Provider","CBCCPP","27 River Road","STE 101","Essex","05452","8028713013","papariellosplayandlearn@gmail.com","Chittenden","BDO","59","20","10","24","5","Yes","Active","4 Star","No",,,,"7","6","1","0",,"7:30:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2024 May 10 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"463350","421688","Natural Learners, a Next Generation School","89980","12/31/2023","12/26/2026","Licensed Provider","CBCCPP","899 Dorset St",,"South Burlington","054037501","8025038049","gbanus@nextgenerationvt.com","Chittenden","BDO","42","8","14","20","0","Yes","Active","4 Star","No",,,,"0","0","1","0",,"7:30:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Jan 17 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"461811","419930","ONE Arts Community School - Garden Street","91316","06/01/2025","05/27/2028","Licensed Provider","CBCCPP","112 Garden Street",,"South Burlington","05403","8023380028","melanied@oneartsvt.org","Chittenden","BDO","72","32","10","30","0","No","Inactive","1 Star","No",,,,"0","0","0","0",,,,"Prequalified PreK Program - Privately Operated","2025 Oct 02 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"446334","405716","Old School of South Burlington","86918","08/25/2024","08/21/2027","Licensed Provider","CBCCPP","95 Allen Road",,"South Burlington","05403","5703506580","b.oldschool.vt@gmail.com","Chittenden","BDO","22","0","8","14","0","No","Active","3 Star","No",,,,"0","0","0","0","In-Service Days","8:00:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2024 May 10 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"2345","1663","Quenneville, Sheila","A86-73","02/08/2026","02/03/2029","Registered Home","Registered FCCH","364 White Street",,"South Burlington","05403","8027777758","sheila3640@aol.com","Chittenden","BDO","10","2","2","2","4","Yes","Active","5 Star","Yes",,,,"0","0","0","0",,"8:00:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2024 Jan 17 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"196020","128564","Reach for the Stars","57054","09/21/2025","09/16/2028","Licensed Provider","CBCCPP","5 Ewing Place",,"Essex","05452","8028715117","reachforthestars@comcast.net","Chittenden","BDO","132","30","40","47","15","Yes","Active","4 Star","No",,,,"0","0","0","0",,"7:00:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Apr 08 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"3692","2633","ST. Monica - ST. Michael School","1619","11/16/2025","11/11/2028","Licensed Provider","CBCCPP","79 Summer Street",,"Barre City","05641","8024765015","spotvin@stmonica-stmichael.org","Washington","MDO","40","0","0","40","0","Yes","Active","4 Star","No",,,,"0","0","5","0","School Year Only","7:30:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2025 Oct 23 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"75596","36422","Sports & Fitness Edge Kids & Fitness","23229","11/02/2025","10/28/2028","Licensed Provider","CBCCPP","4 Morse Drive",,"Essex","05452","8028797734","sarahc@edgevt.com","Chittenden","BDO","176","48","40","60","28","Yes","Active","4 Star","No",,,,"0","0","0","0",,"8:00:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2024 Mar 01 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"2740","1939","The Children's School","997","09/07/2025","09/02/2028","Licensed Provider","CBCCPP","173 Patchen Road",,"South Burlington","05403","8028622772","director@tcsvt.org","Chittenden","BDO","20","0","0","20","0","Yes","Active","5 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","1:00:00 PM","Prequalified PreK Program - Privately Operated","2024 Jun 24 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"462135","420291","The Homestead Preschool at Lakewood","89617","08/27/2023","08/22/2026","Licensed Provider","CBCCPP","1233 Shelburne Road",,"South Burlington","05403","8028252144","leigh@part2kids.com, joanne@part2kids.com","Chittenden","BDO","80","15","15","50","0","Yes","Active","3 Star","No",,,,"0","0","0","0",,"7:30:00 AM","5:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Sep 16 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"312719","251791","The Homestead: A Part 2 Preschool","80434","10/20/2024","10/16/2027","Licensed Provider","CBCCPP","1475 Shelburne Road",,"South Burlington","05403","8028252144","joanne@part2kids.com","Chittenden","BDO","115","26","26","63","0","Yes","Active","4 Star","No",,,,"0","0","0","0",,"7:30:00 AM","5:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Aug 22 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"178524","116302","The Lund Family Center","51840","09/21/2025","09/16/2028","Licensed Provider","CBCCPP","50 Joy Drive",,"South Burlington","05403","8028612156","judyh@lundvt.org","Chittenden","BDO","40","14","8","18","0","Yes","Active","5 Star","Yes",,,,"0","0","0","0",,"8:00:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2026 Jul 01 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"163523","106722","The Schoolhouse Learning Center, Inc","50054","11/19/2023","11/14/2026","Licensed Provider","CBCCPP","8 Catkin Drive",,"South Burlington","05403","8026584164","stleadership@theschoolhousevt.org","Chittenden","BDO","75","0","5","46","24","Yes","Active","5 Star","No",,,,"0","0","0","0",,"8:00:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2024 Apr 08 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"2807","1985","Twin Oaks Kids & Fitness","1047","11/16/2025","11/11/2028","Licensed Provider","CBCCPP","25 Joy Drive",,"South Burlington","05403","8026580080","callic@edgevt.com","Chittenden","BDO","74","26","11","37","0","Yes","Active","4 Star","No",,,,"1","0","3","0",,"8:00:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2024 Oct 18 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"455442","413255","Winooski Early Learning Center","88318","08/24/2025","08/19/2028","Licensed Provider","CBCCPP","87 Elm Street",,"Winooski","05404","8026514180","cvhs-bfis@cvoeo.org","Chittenden","BDO","16","0","0","16","0","Yes","Active","5 Star","No",,,,"0","0","0","0","School Year Only","8:30:00 AM","2:30:00 PM","Prequalified PreK Program - Privately Operated","2025 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"469743","428622","Y Early Childhood Program at Winooski","91617","09/28/2025","09/16/2028","Licensed Provider","CBCCPP","405 Main Street",,"Winooski","05404","8023389208","jhouston@gbymca.org","Chittenden","BDO","64","24","10","30","0","Yes","Active","5 Star","No",,,,"0","2","5","0",,"6:30:00 AM","5:30:00 PM","Prequalified PreK Program - Privately Operated","2025 Oct 23 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"193834","127073","Ascension Childcare, Inc","57858","11/02/2025","10/28/2028","Licensed Provider","CBCCPP","2386 Shelburne Road",,"Shelburne","05482","8026580212","director@accplayisforever.org","Chittenden","BDO","54","24","10","20","0","Yes","Active","5 Star","No",,,,"0","0","0","0",,"8:00:00 AM","5:00:00 PM","Prequalified PreK Program - Privately Operated","2024 May 10 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"320839","262811","Bridge School Preschool","81594","06/01/2025","05/27/2028","Licensed Provider","CBCCPP","1469 Exchange Street",,"Middlebury","05753","8023883498","lindsay@bridgeschoolvermont.org","Addison","YDO","20","0","0","20","0","Yes","Active","5 Star","No",,,,"0","0","0","0",,"8:00:00 AM","3:00:00 PM","Prequalified PreK Program - Privately Operated","2024 Nov 12 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"3689","2631","Bristol Family Center","1609","06/28/2023","08/08/2026","Licensed Provider","CBCCPP","45 Orchard Terrace",,"Bristol","05443","8024535659","awhitcomb@bristolfamilycenter.org","Addison","YDO","47","8","12","24","3","Yes","Active","4 Star","No",,,,"0","0","0","0",,"7:30:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"48679","411040","Campbell, Sueanne","88076","06/15/2025","06/10/2028","Registered Home","Registered FCCH","69 Irish Hill Road",,"Shelburne","05482","8025984020","sumaskinderhouse@gmail.com","Chittenden","BDO","10","2","2","2","4","No","Active","4 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","3:30:00 PM","Prequalified PreK Program - Privately Operated","2025 Aug 12 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"184522","416288","Champagne, Samantha","89197","03/12/2023","03/07/2026","Registered Home","Registered FCCH","604 Rotax Road",,"Monkton","05469","8027303015","director@mindfulbeginningselc.com","Addison","YDO","10","2","2","2","4","Yes","Active","4 Star","Yes",,,,"0","0","0","0",,"7:30:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2025 Dec 19 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"316839","257572","Champlain Valley Head Start-Addison County ELC","79734","08/25/2024","08/21/2027","Licensed Provider","CBCCPP","87 Rivers Bend Road",,"New Haven","05472","8028816325","cvhs-bfis@cvoeo.org","Addison","YDO","23","2","6","15","0","Yes","Active","5 Star","Yes",,,,"0","0","5","0",,"8:30:00 AM","2:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"2384","1691","Charlotte Children's Center","713","01/28/2024","01/23/2027","Licensed Provider","CBCCPP","116 Ferry Road",,"Charlotte","05445","8024253328","erika@ccckids.org","Chittenden","BDO","38","8","8","22","0","Yes","Active","4 Star","No",,,,"0","0","0","0",,"7:30:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Jan 25 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"163287","106603","Charlotte Children's Center Extension","46997","01/28/2024","01/23/2027","Licensed Provider","CBCCPP","403 Church Hill Road",,"Charlotte","05445","8024253328","erika@ccckids.org","Chittenden","BDO","26","6","5","14","1","Yes","Active","5 Star","No",,,,"0","0","0","0",,"7:30:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2024 Jan 25 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"36152","398515","Danyow, Cheryl","85195","08/27/2023","08/22/2026","Registered Home","Registered FCCH","1035 Mountain Road",,"Addison","05491","8029892461","mountainroadpreschool@yahoo.com","Addison","YDO","10","2","2","2","4","Yes","Active","4 Star","No",,,,"0","0","0","0",,"7:15:00 AM","4:45:00 AM","Prequalified PreK Program - Privately Operated","2024 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"2820","1992","Evergreen Preschool Inc, The","1061","12/14/2025","12/09/2028","Licensed Provider","CBCCPP","30 South Water Street","First Congregational Church","Vergennes","05491","8028776702","evergreenpreschoolvt@gmail.com","Addison","YDO","20","0","0","20","0","Yes","Active","5 Star","No",,,,"0","0","0","0","School Year Only","7:45:00 AM","4:15:00 PM","Prequalified PreK Program - Privately Operated","2024 Mar 19 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"183784","119701","First Roots Wild Roots at 96 Pond Rd","53056","01/11/2026","01/06/2029","Licensed Provider","CBCCPP","96 Pond Road",,"Hinesburg","05461","8024822525","maeghan@bewilder-vt.com","Chittenden","BDO","116","16","20","65","15","Yes","Active","5 Star","No",,,,"0","0","0","0",,"7:45:00 AM","4:45:00 PM","Prequalified PreK Program - Privately Operated","2024 Feb 21 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"265110","191846","Fogg, Carolyn","72037","01/28/2024","01/23/2027","Registered Home","Registered FCCH","545 Monkton Rd",,"Monkton","05469","8023775326","cfogg1979@gmail.com","Addison","YDO","10","2","2","2","4","Yes","Active","5 Star","Yes",,,,"0","0","0","0","In-Service Days","6:45:00 AM","4:30:00 PM","Prequalified PreK Program - Privately Operated","2025 Jul 28 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"351201","297972","Heartworks, STEAMworks & Loveworks Schools, LLC - Shelburne","82354","08/10/2025","08/05/2028","Licensed Provider","CBCCPP","4066 Shelburne Road",,"Shelburne","05482","8029858133","ashley.mckinley@heartworksvt.com","Chittenden","BDO","164","56","44","64","0","Yes","Active","5 Star","No",,,,"0","0","0","0",,"7:30:00 AM","5:30:00 PM","Prequalified PreK Program - Privately Operated","2025 Aug 12 12:00:00 AM","2028 Jun 30 12:00:00 AM"
