"Provider ID","Provider Case","Provider Name","License ID","Current License Start Date","Current License End Date","License Type","Provider Program Type","Address 1","Address 2","Provider Town","Zip Code","Phone Number","Email Address","County","AHS District","Total Licensed Capacity","Infant Licensed Capacity","Toddler Licensed Capacity","Preschool Licensed Capacity","School Age Licensed Capacity","Special Services Status","Provider Referral Status","Current STARS Level","Reported Food Program Participation","Accreditation","Accreditation Start Date","Accreditation End Date","Reported Infant Vacancies","Reported Toddler Vacancies","Reported Preschool Vacancies","Reported School Age Vacancies","Special Schedule","Usual Program Start","Usual Program End","Prequalified Prekindgarten Program","Prequalified Prekindgarten Start Date","Prequalified Prekindgarten End Date"
"143915","92672","Enosburg Elementary School ECP","42831","08/13/2023","06/13/2026","Licensed Provider","CBCCPP","303 Dickenson Avenue","Located in Enosburg Falls Elementary School","Enosburg","05450","8029332171","leslie.thompson@fnesu.org","Franklin","ADO","40","0","0","40","0","No","Inactive","5 Star","No",,,,"0","0",,"0","School Year Only","8:30:00 AM","1:30:00 PM","Prequalified PreK Program - Public School","2024 Jul 01 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"164241","107262","Fairfield Center School","48079","08/24/2025","08/19/2028","Licensed Provider","CBCCPP","57 Park Street",,"Fairfield","05455","8025243613","sripley@maplerun.org","Franklin","ADO","15","0","0","15","0","No","Inactive","5 Star","No",,,,"0","0","0","0",,"8:00:00 AM","12:30:00 PM","Prequalified PreK Program - Public School","2024 Jan 25 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"3568","2545","Georgia Elementary School Preschool Program","1564","11/02/2025","10/28/2028","Licensed Provider","CBCCPP","4416 Ethan Allen Highway",,"Georgia","05478","8025246358","jjohnson@fwsu.org","Franklin","ADO","45","0","0","45","0","No","Inactive","5 Star","No",,,,"0","0","2","0","School Year Only","7:45:00 AM","2:15:00 PM","Prequalified PreK Program - Public School","2024 Aug 22 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"3602","2571","Johnson Elementary Preschool Program","1577","05/07/2023","05/02/2026","Licensed Provider","CBCCPP","57 College Hill",,"Johnson","05656","8028886751","pfontaine@lnsd.org","Lamoille","VDO","30","0","0","30","0","No","Inactive","5 Star","No",,,,"0","0","0","0",,"7:30:00 AM","2:45:00 PM","Prequalified PreK Program - Public School","2024 Jan 25 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"465119","423644","Lamoille North School District at Waterville Preschool Program","90640","08/25/2024","08/21/2027","Licensed Provider","CBCCPP","3414 VT Rt 109",,"Waterville","05492","8026969685","cbullard@lnsd.org","Lamoille","VDO","15","0","0","15","0","No",,"4 Star","No",,,,,,,,,,,"Prequalified PreK Program - Public School","2024 Aug 30 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"3648","2606","Lamoille South Early Childhood Program @ Morrisville, lle","1594","09/07/2025","09/02/2028","Licensed Provider","CBCCPP","46 Copley Avenue",,"Morrisville","05661","8028886707","stephanie.hudak@lamoillesouth.org","Lamoille","VDO","36","0","0","36","0","No","Inactive","5 Star","No",,,,"0","0","0","0",,"8:15:00 AM","2:00:00 PM","Prequalified PreK Program - Public School","2024 Jul 01 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"467648","426430","Little One's University St Albans","91016","01/26/2025","01/22/2028","Licensed Provider","CBCCPP","31 Swanton Rd",,"St Albans","05478","8025285253","littleonesuniversity@gmail.com","Franklin","ADO","41","12","10","19","0","Yes","Active","4 Star","No",,,,"0","1","8","0",,"7:30:00 AM","4:30:00 PM","Prequalified PreK Program - Public School","2025 Aug 12 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"28232","13216","MVSD Franklin Preschool","13023","08/29/2024","08/22/2026","Licensed Provider","CBCCPP","15 School Street",,"Franklin","05457","8022852100","wendy.cunningham@mvsdschools.org","Franklin","ADO","20","0","0","20","0","No","Inactive","5 Star","No",,,,,,"3",,,,,"Prequalified PreK Program - Public School","2024 May 10 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"3519","2510","MVSD Highgate Preschool","1540","12/28/2025","12/23/2028","Licensed Provider","CBCCPP","219 Gore Road",,"Highgate","05459","8028684170","wendy.cunningham@mvsdschools.org","Franklin","ADO","30","0","0","30","0","No","Inactive","5 Star","No",,,,,,"0",,"School Year Only","8:00:00 AM","2:30:00 PM","Prequalified PreK Program - Public School","2024 May 10 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"3186","2272","MVSD Swanton Preschool","1366","09/21/2025","09/16/2028","Licensed Provider","CBCCPP","113 Grand Avenue",,"Swanton","05488","8028682455","Wendy.Cunningham@mvsdschools.org","Franklin","ADO","45","0","0","45","0","No","Inactive","5 Star","No",,,,"0","0","0","0","School Year Only","7:45:00 AM","2:30:00 PM","Prequalified PreK Program - Public School","2024 May 20 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"144325","92968","Montgomery Elementary School Early Childhood Program","41954","01/28/2024","01/23/2027","Licensed Provider","CBCCPP","249 School Drive",,"Montgomery","05471","8023264618","leah.lagasse@fnesu.org","Franklin","ADO","20","0","0","20","0","No","Active","4 Star","No",,,,"0","0","15","0","School Year Only","8:30:00 AM","3:00:00 PM","Prequalified PreK Program - Public School","2024 Oct 25 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"4427","3216","Northwest Technical Center","1812","08/13/2023","08/08/2026","Licensed Provider","CBCCPP","71 South Main Street","Bellows Free Academy","St Albans","05478","8025270614","sripley@maplerun.org","Franklin","ADO","10","0","0","10","0","No","Inactive","5 Star","No",,,,"0","0","0","0",,"8:45:00 AM","11:00:00 AM","Prequalified PreK Program - Public School","2024 May 10 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"143768","92533","Richford Elementary School Early Childhood Program","42039","08/27/2024","08/08/2026","Licensed Provider","CBCCPP","1 Elementary School Road",,"Richford","05476","8028487453","alicia.lawyer@fnesu.org","Franklin","ADO","40","0","0","40","0","No","Inactive","5 Star","No",,,,,,,,"School Year Only","8:30:00 AM","1:30:00 PM","Prequalified PreK Program - Public School","2024 Apr 30 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"3100","2203","Saint Albans City School","1311","12/14/2025","12/09/2028","Licensed Provider","CBCCPP","29 Bellows St.",,"St Albans","05478","8025243613","sripley@maplerun.org","Franklin","ADO","59","0","0","59","0","No","Inactive","5 Star","No",,,,"0","0","0","0",,"8:30:00 AM","11:00:00 AM","Prequalified PreK Program - Public School","2025 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"244173","171371","Saint Albans Town Educational Center","66954","08/27/2023","08/22/2026","Licensed Provider","CBCCPP","169 South Main Street",,"St Albans","05478","8025243613","sripley@maplerun.org","Franklin","ADO","46","0","0","46","0","No","Inactive","5 Star","Yes",,,,"0","0","0","0",,,,"Prequalified PreK Program - Public School","2024 Jun 30 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"3871","2771","Sheldon Elementary Early Childhood Program","1669","11/02/2025","10/28/2028","Licensed Provider","CBCCPP","78 Poor Farm Road","Sheldon Elementary School","Sheldon","05483","8029334909","karen.nichols@fnesu.org","Franklin","ADO","26","0","0","26","0","No","Inactive","4 Star","No",,,,,,,,"School Year Only","8:00:00 AM","1:00:00 PM","Prequalified PreK Program - Public School","2024 Jan 25 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"4201","3027","Town of Hyde Park School District","1763","11/16/2025","11/11/2028","Licensed Provider","CBCCPP","50 East Main Street",,"Hyde Park","05655","8025215418","gmarek@lnsd.org","Lamoille","VDO","15","0","0","15","0","No",,"4 Star","No",,,,"0","0","0","0",,"7:45:00 AM","2:45:00 PM","Prequalified PreK Program - Public School","2024 Jun 19 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"3370","2406","Barre City Preschool Programs","1472","04/09/2023","04/04/2026","Licensed Provider","CBCCPP","50 Parkside Terrace","Barre City Elementary and Middle School","Barre City","05641","8024766541","ebrowbsu@buusd.org","Washington","MDO","55","0","0","55","0","No","Active","5 Star","No",,,,"0","0","0","0","School Year Only","8:30:00 AM","3:30:00 PM","Prequalified PreK Program - Public School","2024 Aug 02 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"3452","2464","Barre Town Early Education Program","1507","04/09/2023","04/04/2026","Licensed Provider","CBCCPP","70 Websterville Road",,"Barre Town","05641","8024766617","ebrowbsu@buusd.org","Washington","MDO","64","0","0","64","0","No","Active","5 Star","No",,,,"0","0","0","0","School Year Only","8:30:00 AM","3:30:00 PM","Prequalified PreK Program - Public School","2024 Sep 09 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"174806","113645","Chamberlin Preschool","50974","09/04/2024","06/27/2026","Licensed Provider","CBCCPP","262 White Street",,"South Burlington","05403","8026527400","hrouelle@sbschools.net","Chittenden","BDO","32","0","0","32","0","No","Active","5 Star","No",,,,"0","0","0","0",,"8:00:00 AM","2:30:00 PM","Prequalified PreK Program - Public School","2024 Jan 25 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"120293","74764","Essex Elementary School Pre-Kindergarten","39309","09/21/2025","09/16/2028","Licensed Provider","CBCCPP","1 Bixby Hill Road","Essex Elementary School","Essex","05452","8028572162","dmcnamara@ewsd.org","Chittenden","BDO","30","0","0","30","0","No","Active","5 Star","No",,,,"0","0","0","0",,"7:45:00 AM","2:45:00 PM","Prequalified PreK Program - Public School","2024 May 10 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"70087","33376","Hiawatha School Pre-Kindergarten","25103","03/12/2023","03/07/2026","Licensed Provider","CBCCPP","30 Hiawatha Avenue","Hiawatha Elementary School","Essex","05452","8028572004","dmcnamara@ewsd.org","Chittenden","BDO","10","0","0","10","0","No","Active","5 Star","No",,,,"0","0","0","0","School Year Only","7:45:00 AM","2:45:00 PM","Prequalified PreK Program - Public School","2024 Feb 01 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"384280","338851","Rick Marcotte Central Preschool","82694","08/10/2025","08/05/2028","Licensed Provider","CBCCPP","61 Dattilio Drive",,"South Burlington","05403","8026527200","lmcdonald@sbschools.net","Chittenden","BDO","15","0","0","15","0","No","Active","4 Star","No",,,,"0","0","0","0",,"8:00:00 AM","2:30:00 PM","Prequalified PreK Program - Public School","2026 Jul 01 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"70089","33379","Summit Street School Pre-Kindergarten","25105","02/22/2026","02/17/2029","Licensed Provider","CBCCPP","17 Summit Street",,"Essex","05452","8028577707","dmcnamara@ewsd.org","Chittenden","BDO","30","0","0","30","0","No","Active","5 Star","No",,,,"0","0","0","0",,"7:45:00 AM","2:45:00 PM","Prequalified PreK Program - Public School","2024 May 30 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"2742","1940","Winooski Early Childhood Program","1004","11/02/2025","10/28/2028","Licensed Provider","CBCCPP","60 Normand Street",,"Winooski","05404","8023836063","mlopez@wsdvt.org","Chittenden","BDO","60","0","0","60","0","No","Active","5 Star","No",,,,"0","0","0","0",,"8:00:00 AM","3:00:00 PM","Prequalified PreK Program - Public School","2024 Jun 19 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"306294","241967","ANWSD Early Education Program @ Ferrisburgh","79594","08/11/2024","08/07/2027","Licensed Provider","CBCCPP","56 Little Chicago Road",,"Ferrisburgh","05456","8028772867","mtierney@anwsd.org","Addison","YDO","22","0","0","22","0","Yes","Active","5 Star","Yes",,,,"0","0","0","0",,"8:15:00 AM","1:15:00 AM","Prequalified PreK Program - Public School","2024 Feb 21 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"73802","35438","Brewster Pierce Memorial School","22221","08/30/2024","08/22/2026","Licensed Provider","CBCCPP","120 School Street",,"Huntington","05462","8024342962","angela.hermoian@mmuusd.org","Chittenden","BDO","30","0","0","30","0","No","Active","5 Star","No",,,,"0","0","0","0",,"7:30:00 AM","2:30:00 PM","Prequalified PreK Program - Public School","2024 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"76997","37492","Bridport Central School","23464","11/02/2025","10/28/2028","Licensed Provider","CBCCPP","3442 VT Rte 22A",,"Bridport","05734","8027582331","hadams@acsdvt.org","Addison","YDO","17","0","0","17","0","No","Inactive","4 Star","No",,,,"0","0","0","0",,"7:45:00 AM","2:30:00 PM","Prequalified PreK Program - Public School","2024 Mar 19 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"3663","2615","Charlotte - Hinesburg Early Education Program","1601","11/19/2023","11/14/2026","Licensed Provider","CBCCPP","10888 Route 116",,"Hinesburg","05461","8029851936","egagne@cvsdvt.org","Chittenden","BDO","15","0","0","15","0","No","Active","5 Star","No",,,,"0","0","0","0","School Year Only","7:45:00 AM","2:45:00 PM","Prequalified PreK Program - Public School","2024 Feb 01 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"4335","3135","MAUSD- Early Education Program","1794","09/26/2024","08/22/2026","Licensed Provider","CBCCPP","57 Mountain Street",,"Bristol","05443","8024533674","heidi.bullock@mausd.org","Addison","YDO","26","0","0","26","0","No","Active","5 Star","No",,,,"0","0","0","0",,"7:45:00 AM","3:30:00 PM","Prequalified PreK Program - Public School","2024 Nov 04 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"3705","2641","Mary Hogan Preschool Program","1623","10/05/2025","09/30/2028","Licensed Provider","CBCCPP","201 Mary Hogan Drive",,"Middlebury","05753","8023821438","kforbes@acsdvt.org","Addison","YDO","27","0","0","27","0","No","Active","5 Star","Yes",,,,"0","0","0","0",,"7:45:00 AM","3:30:00 PM","Prequalified PreK Program - Public School","2024 Mar 19 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"4598","3352","Shelburne Community School, EEE","1851","10/19/2025","10/14/2028","Licensed Provider","CBCCPP","345 Harbor Road",,"Shelburne","05482","8023831178","egagne@cvsdvt.org","Chittenden","BDO","15","0","0","15","0","No","Active","5 Star","No",,,,"0","0","0","0","School Year Only","7:45:00 AM","10:45:00 AM","Prequalified PreK Program - Public School","2024 Apr 30 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"134148","86307","Smilie Preschool Program","39129","10/05/2025","09/30/2028","Licensed Provider","CBCCPP","2712 Theodore Roosevelt Hwy",,"Bolton","05676","8024342962","angela.hermoian@mmuusd.org","Chittenden","BDO","40","0","0","40","0","No","Active","5 Star","No",,,,"0","0","0","0","School Year Only","7:30:00 AM","2:30:00 PM","Prequalified PreK Program - Public School","2024 Jan 09 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"464807","423314","The Growing Tree LLC","91297","05/18/2025","05/13/2028","Licensed Provider","CBCCPP","121 VT-17",,"Addison","05491","8027592494","tgtaddison@gmail.com","Addison","YDO","20","0","5","14","1","Yes","Active","1 Star","No",,,,"0","0","2","0",,"7:30:00 AM","4:30:00 AM","Prequalified PreK Program - Public School","2025 Sep 02 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"267988","194587","Underhill I.D","72499","08/24/2025","08/19/2028","Licensed Provider","CBCCPP","10 River rd",,"Jericho","05465","8024342962","angela.hermoian@mmuusd.org","Chittenden","BDO","30","0","0","30","0","No","Active","5 Star","No",,,,"0","0","0","0",,"7:30:00 AM","2:30:00 PM","Prequalified PreK Program - Public School","2024 Jan 09 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"3486","2486","Westford School Pre-Kindergarten","1526","11/02/2025","10/28/2028","Licensed Provider","CBCCPP","146 Brookside Road",,"Westford","05494","8028577000","dmcnamara@ewsd.org","Chittenden","BDO","15","0","0","15","0","No","Active","5 Star","No",,,,"0","0","0","0","School Year Only","7:45:00 AM","2:45:00 PM","Prequalified PreK Program - Public School","2024 Apr 30 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"311920","250704","Currier Memorial Preschool","79694","08/25/2024","08/21/2027","Licensed Provider","CBCCPP","234 North Main Street",,"Danby","05739","8022935191","debra.vescio@brsu.org","Rutland","RDO","18","0","0","18","0","No","Active","5 Star","Yes",,,,"0","0","0","0","School Year Only","8:00:00 AM","2:30:00 PM","Prequalified PreK Program - Public School","2025 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"4049","2910","Dover Elementary School","1725","12/12/2025","01/23/2027","Licensed Provider","CBCCPP","9 Schoolhouse Road",,"Dover","05341","8024645386","lbrown@windhamcentral.org","Windham","LDO","20","0","0","20","0","No","Active","5 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","11:30:00 AM","Prequalified PreK Program - Public School","2024 Jan 25 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"3608","2574","Fair Haven Grade School Preschool Program","1580","01/27/2024","01/23/2027","Licensed Provider","CBCCPP","115 North Main Street",,"Fair Haven","05743","8022653883","smason@svuvt.org","Rutland","RDO","15","0","0","15","0","No","Active","5 Star","No",,,,"0","0","4","0","School Year Only","8:00:00 AM","3:00:00 PM","Prequalified PreK Program - Public School","2025 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"130260","83844","Fisher Elementary Pre-K Program","38469","10/19/2025","10/14/2028","Licensed Provider","CBCCPP","504 East Arlington Road",,"Arlington","05250","8023756409","lacosted@bvsu.org","Bennington","TDO","45","0","0","45","0","No","Active","5 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","3:00:00 PM","Prequalified PreK Program - Public School","2024 Jun 30 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"26430","12713","Ludlow Elementary School Preschool","12696","01/28/2024","01/23/2027","Licensed Provider","CBCCPP","45 Main Street",,"Ludlow","05149","8028755185","lisa.schmidt@trsu.org","Windsor","SDO","18","0","0","18","0","Yes","Active","5 Star","No",,,,"0","0","0","0",,"7:45:00 AM","1:30:00 PM","Prequalified PreK Program - Public School","2024 May 30 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"3428","2448","Manchester Early Education Program","1495","10/19/2025","10/14/2028","Licensed Provider","CBCCPP","80 Memorial Avenue",,"Manchester","05255","8023621597","dhathaway@brsu.org","Bennington","TDO","34","0","0","34","0","No","Active","5 Star","No",,,,"0","0","0","0",,"8:00:00 AM","3:00:00 PM","Prequalified PreK Program - Public School","2024 Jun 05 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"3426","2447","Mettawee School Early Education Program","1496","01/11/2026","01/06/2029","Licensed Provider","CBCCPP","5788 VT Rte 153",,"Pawlet","05775","8026459009","dhathaway@brsu.org","Rutland","RDO","20","0","0","20","0","No","Active","5 Star","No",,,,"0","0","0","0",,"7:30:00 AM","2:30:00 PM","Prequalified PreK Program - Public School","2024 May 10 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"68731","32600","Mount Holly Elementary School Preschool","22232","11/16/2025","11/11/2028","Licensed Provider","CBCCPP","150 School Street",,"Mount Holly","05758","8022592392","cristy.lauzon@trsu.org","Rutland","RDO","15","0","0","15","0","Yes","Active","5 Star","No",,,,"0","0","0","0","School Year Only","7:45:00 AM","4:00:00 PM","Prequalified PreK Program - Public School","2025 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"273097","198651","Poultney Elementary School PreK Program","75994","08/12/2023","08/08/2026","Licensed Provider","CBCCPP","96 School Circle",,"Poultney","05764","8022875212","sarah.taylor@grcsu.org","Rutland","RDO","25","0","0","25","0","No","Active","4 Star","Yes",,,,"0","0","0","0","School Year Only","7:45:00 AM","2:45:00 PM","Prequalified PreK Program - Public School","2024 Feb 12 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"4123","2969","Readsboro Elementary School Preschool","1740","11/19/2023","11/14/2026","Licensed Provider","CBCCPP","301 Phelps Lane",,"Readsboro","05350","8024237786","rrichardson@readsborocentralschool.net","Bennington","TDO","15","0","0","15","0","No","Active","4 Star","No",,,,"0","0","0","0",,"12:00:00 PM","3:30:00 PM","Prequalified PreK Program - Public School","2024 May 10 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"3961","2840","SVSU Early Education Program","1437","11/30/2025","11/25/2028","Licensed Provider","CBCCPP","181 Orchard Road",,"Bennington","05201","8024478419","meghan.meszkat@svsu.org","Bennington","TDO","34","0","0","34","0","No","Active","5 Star","Yes",,,,"0","0","0","0",,"8:30:00 AM","12:30:00 PM","Prequalified PreK Program - Public School","2024 Apr 08 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"214631","144026","SVSU Early Education Program @233 Division St.","61663","09/07/2025","09/02/2028","Licensed Provider","CBCCPP","233 Division Street",,"Bennington","05201","8024478419","meghan.meszkat@svsu.org","Bennington","TDO","36","0","0","36","0","No","Active","5 Star","No",,,,"0","0","0","0",,"8:30:00 AM","12:30:00 PM","Prequalified PreK Program - Public School","2024 Mar 29 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"319259","260691","Stamford Preschool","79494","06/30/2024","06/26/2027","Licensed Provider","CBCCPP","986 Main Road",,"Stamford","05352","8026941379","mmiller@wswsu49.org","Bennington","TDO","20","0","0","20","0","No","Inactive","5 Star","No",,,,"0","0","0","0",,,,"Prequalified PreK Program - Public School","2025 Jul 28 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"4713","3438","Tinmouth School Pre-K/Afterschool","1880","11/15/2025","10/28/2028","Licensed Provider","CBCCPP","573 Route 140",,"Tinmouth","05773","8027863997","ledge@millriverschools.org","Rutland","RDO","30","0","0","18","12","Yes","Active","5 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","5:30:00 PM","Prequalified PreK Program - Public School","2024 Jun 19 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"180745","117903","Wallingford Elementary School Pre-K Program","51078","07/02/2025","01/23/2027","Licensed Provider","CBCCPP","126 School Street",,"Wallingford","05773","8024462141","sfrulla@millriverschools.org","Rutland","RDO","30","0","0","30","0","Yes","Active","5 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","1:00:00 PM","Prequalified PreK Program - Public School","2024 Jun 19 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"3645","2604","Wardsboro Central School","1593","12/28/2025","12/23/2028","Licensed Provider","CBCCPP","70 School Road",,"Wardsboro","05355","8028966210","fpalumbo@windhamcentral.org","Windham","LDO","12","0","0","7","5","No","Active","4 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","3:00:00 PM","Prequalified PreK Program - Public School","2024 Sep 16 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"178126","128332","Wells Village School PreSchool","55994","06/14/2025","05/27/2028","Licensed Provider","CBCCPP","135 VT Route 30",,"Wells","05774","8026450386","sarah.taylor@grcsu.org","Rutland","RDO","15","0","0","15","0","No","Active","5 Star","No",,,,"0","0","0","0","School Year Only","7:30:00 AM","2:45:00 PM","Prequalified PreK Program - Public School","2024 Apr 30 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"82380","40465","Barnard Pre-K Program","26680","01/28/2024","01/23/2027","Licensed Provider","CBCCPP","5979 US Route 12",,"Barnard","05031","8022349763","melissa.zoerheide@mtnviews.org","Windsor","HDO","25","0","0","25","0","No","Active","4 Star","No",,,,"0","0","0","0","School Year Only","7:45:00 AM","2:45:00 PM","Prequalified PreK Program - Public School","2025 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"3907","2797","Barstow Unified Union Early Childhood Preschool","1684","12/13/2025","12/09/2028","Licensed Provider","CBCCPP","223 Chittenden Road","Barstow Memorial School","Chittenden","05737","8027736926","nkay@rnesu.org","Rutland","RDO","20","0","0","20","0","No","Active","4 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","2:00:00 PM","Prequalified PreK Program - Public School","2024 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"3606","2573","Castleton Elementary School Preschool Program , m","1579","01/27/2024","01/23/2027","Licensed Provider","CBCCPP","263 Elementary School Road",,"Castleton","05735","8024685624","smason@svuvt.org","Rutland","RDO","15","0","0","15","0","No","Active","5 Star","No",,,,"0","0","0","0",,"8:15:00 AM","2:45:00 PM","Prequalified PreK Program - Public School","2025 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"4214","3038","Clarendon Elementary School Pre-K Program","1765","01/10/2026","12/23/2028","Licensed Provider","CBCCPP","84 Grange Hall Road",,"Clarendon","05759","8027863998","hrobilotto@millriverschools.org","Rutland","RDO","39","0","0","39","0","Yes","Active","5 Star","No",,,,"0","0","0","0","School Year Only","8:15:00 AM","3:00:00 PM","Prequalified PreK Program - Public School","2024 Feb 12 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"303275","236658","Killington Elementary School","78574","05/19/2024","05/15/2027","Licensed Provider","CBCCPP","686 School House Rd",,"Killington","05751","8024223366","mary.guggenberger@mtnviews.org","Rutland","RDO","43","0","0","30","13","No","Active","4 Star","Yes",,,,"0","0","0","0","School Year Only","8:00:00 AM","5:00:00 PM","Prequalified PreK Program - Public School","2025 Jun 30 12:00:00 AM","2028 Jun 30 12:00:00 AM"
"3334","2380","Lothrop Pre K Program , l","1443","11/29/2025","11/25/2028","Licensed Provider","CBCCPP","164 Caverly Road",,"Pittsford","05763","8024832062","nkay@rnesu.org","Rutland","RDO","15","0","0","15","0","No","Active","5 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","2:00:00 PM","Prequalified PreK Program - Public School","2024 Mar 01 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"165621","108092","Middletown Springs School Pre-Kindergarten","47035","07/30/2023","07/25/2026","Licensed Provider","CBCCPP","15 Schoolhouse Road",,"Middletown Spgs","05757","8028555155","sarah.taylor@grcsu.org","Rutland","RDO","15","0","0","15","0","Yes","Active","4 Star","Yes",,,,"0","0","0","0",,"7:45:00 AM","11:45:00 AM","Prequalified PreK Program - Public School","2024 Jun 30 12:00:00 AM","2029 Jun 30 12:00:00 AM"
"3754","2674","Neshobe Pre K Program","1641","11/30/2025","11/25/2028","Licensed Provider","CBCCPP","17 Neshobe Circle",,"Brandon","05733","8022473721","nkay@rnesu.org","Rutland","RDO","34","0","0","34","0","No","Active","4 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","2:00:00 PM","Prequalified PreK Program - Public School","2024 May 10 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"344145","290294","Otter Creek Academy Preschool at Whiting","79914","08/24/2024","08/07/2027","Licensed Provider","CBCCPP","87 South Main Street",,"Whiting","05778","8026237991","nkay@rnesu.org","Addison","YDO","16","0","0","16","0","No","Active","4 Star","Yes",,,,"0","0","1","0","School Year Only","7:30:00 AM","1:30:00 PM","Prequalified PreK Program - Public School","2024 May 10 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"50191","22249","Proctor Elementary EEE","16242","07/29/2023","07/25/2026","Licensed Provider","CBCCPP","14 School Street",,"Proctor","05765","8024592225","julie.flory@grcsu.org","Rutland","RDO","15","0","0","15","0","No","Active","5 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","3:00:00 PM","Prequalified PreK Program - Public School","2024 Feb 01 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"171693","111646","Reading Elementary School","50016","01/28/2024","01/23/2027","Licensed Provider","CBCCPP","632 VT Route 106","Reading Elementary School","Reading","05062","8024847230","amanda.rank@mtnviews.org","Windsor","SDO","20","0","0","20","0","No","Active","4 Star","No",,,,"0","0","0","0",,"7:45:00 AM","11:45:00 AM","Prequalified PreK Program - Public School","2024 Mar 01 12:00:00 AM","2027 Jun 30 12:00:00 AM"
"245220","172346","Rochester Preschool","67116","06/01/2025","05/27/2028","Licensed Provider","CBCCPP","222 S. Main Street",,"Rochester","05767","8027673161","bgriffith@wrvsu.org","Windsor","HDO","15","0","0","15","0","No","Active","4 Star","No",,,,"0","0","0","0","School Year Only","8:00:00 AM","2:45:00 PM","Prequalified PreK Program - Public School","2024 Mar 19 12:00:00 AM","2027 Jun 30 12:00:00 AM"
